Entity,China,China,China,USA,USA,USA,Vietnam,Vietnam,Vietnam
2024-08-24,,,,,,,,,
2024-08-25,,,,,,,,,
2024-08-26,,,,,,,,,
2024-08-27,,,,,,,,,
2024-08-28,,,,,,,,,
2024-08-29,,,,,,,,,
2024-08-30,,,,,,,,,
2024-08-31,,,,,,,,,
2024-09-01,103.800,,53,314.800,,42,115.940,,
2024-09-02,,,,,,,,,
2024-09-03,,,,,,,,,
2024-09-04,,,,,,,,,
2024-09-05,,,,,,,,,
2024-09-06,,,,,,,,,
2024-09-07,,,,,,,,,
2024-09-08,,,,,,,,,
2024-09-09,,,,,,,,,
2024-09-10,,,,,,,,,
2024-09-11,,,,,,,,,
2024-09-12,,,,,,,,,
2024-09-13,,,,,,,,,
2024-09-14,,,,,,,,,
2024-09-15,,,,,,,,,
2024-09-16,,,,,,,,,
2024-09-17,,,,,,,,,
2024-09-18,,,,,,,,,
2024-09-19,,,,,,,,,
2024-09-20,,,,,,,,,
2024-09-21,,,,,,,,,
2024-09-22,,,,,,,,,
2024-09-23,,,,,,,,,
2024-09-24,,,,,,,,,
2024-09-25,,,,,,,,,
2024-09-26,,,,,,,,,
2024-09-27,,,,,,,,,
2024-09-28,,,,,,,,,
2024-09-29,,,,,,,,,
2024-09-30,,,,,,,,,
2024-10-01,103.800,,51,315.300,,41,116.270,,22
2024-10-02,,,,,,,,,
2024-10-03,,,,,,,,,
2024-10-04,,,,,,,,,
2024-10-05,,,,,,,,,
2024-10-06,,,,,,,,,
2024-10-07,,,,,,,,,
2024-10-08,,,,,,,,,
2024-10-09,,,,,,,,,
2024-10-10,,,,,,,,,
2024-10-11,,,,,,,,,
2024-10-12,,,,,,,,,
2024-10-13,,,,,,,,,
2024-10-14,,,,,,,,,
2024-10-15,,,,,,,,,
2024-10-16,,,,,,,,,
2024-10-17,,,,,,,,,
2024-10-18,,,,,,,,,
2024-10-19,,,,,,,,,
2024-10-20,,,,,,,,,
2024-10-21,,,,,,,,,
2024-10-22,,,,,,,,,
2024-10-23,,,,,,,,,
2024-10-24,,,,,,,,,
2024-10-25,,,,,,,,,
2024-10-26,,,,,,,,,
2024-10-27,,,,,,,,,
2024-10-28,,,,,,,,,
2024-10-29,,,,,,,,,
2024-10-30,,,,,,,,,
2024-10-31,,,,,,,,,
2024-11-01,103.500,,50,315.660,,41,116.650,,
2024-11-02,,,,,,,,,
2024-11-03,,,,,,,,,
2024-11-04,,,,,,,,,
2024-11-05,,,,,,,,,
2024-11-06,,,,,,,,,
2024-11-07,,,,,,,,,
2024-11-08,,,,,,,,,
2024-11-09,,,,,,,,,
2024-11-10,,,,,,,,,
2024-11-11,,,,,,,,,
2024-11-12,,,,,,,,,
2024-11-13,,,,,,,,,
2024-11-14,,,,,,,,,
2024-11-15,,,,,,,,,
2024-11-16,,,,,,,,,
2024-11-17,,,,,,,,,
2024-11-18,,,,,,,,,
2024-11-19,,,,,,,,,
2024-11-20,,,,,,,,,
2024-11-21,,,,,,,,,
2024-11-22,,,,,,,,,
2024-11-23,,,,,,,,,
2024-11-24,,,,,,,,,
2024-11-25,,,,,,,,,
2024-11-26,,,,,,,,,
2024-11-27,,,,,,,,,
2024-11-28,,,,,,,,,
2024-11-29,,,,,,,,,
2024-11-30,,,,,,,,,
2024-12-01,102.900,,50,315.490,,42,116.800,,
2024-12-02,,,,,,,,,
2024-12-03,,,,,,,,,
2024-12-04,,,,,,,,,
2024-12-05,,,,,,,,,
2024-12-06,,,,,,,,,
2024-12-07,,,,,,,,,
2024-12-08,,,,,,,,,
2024-12-09,,,,,,,,,
2024-12-10,,,,,,,,,
2024-12-11,,,,,,,,,
2024-12-12,,,,,,,,,
2024-12-13,,,,,,,,,
2024-12-14,,,,,,,,,
2024-12-15,,,,,,,,,
2024-12-16,,,,,,,,,
2024-12-17,,,,,,,,,
2024-12-18,,,,,,,,,
2024-12-19,,,,,,,,,
2024-12-20,,,,,,,,,
2024-12-21,,,,,,,,,
2024-12-22,,,,,,,,,
2024-12-23,,,,,,,,,
2024-12-24,,,,,,,,,
2024-12-25,,,,,,,,,
2024-12-26,,,,,,,,,
2024-12-27,,,,,,,,,
2024-12-28,,,,,,,,,
2024-12-29,,,,,,,,,
2024-12-30,,,,,,,,,
2024-12-31,,,,,,,,,
2025-01-01,102.900,182000,51,315.610,280000,41,117.140,44261,22
2025-01-02,,182000,,,280000,,,44261,
2025-01-03,,182000,,,280000,,,44261,
2025-01-04,,182000,,,280000,,,44261,
2025-01-05,,182000,,,280000,,,44261,
2025-01-06,,182000,,,280000,,,44261,
2025-01-07,,182000,,,280000,,,44261,
2025-01-08,,182000,,,280000,,,44261,
2025-01-09,,182000,,,280000,,,44261,
2025-01-10,,182000,,,280000,,,44261,
2025-01-11,,182000,,,280000,,,44261,
2025-01-12,,182000,,,280000,,,44261,
2025-01-13,,182000,,,280000,,,44261,
2025-01-14,,182000,,,280000,,,44261,
2025-01-15,,182000,,,280000,,,44261,
2025-01-16,,182000,,,280000,,,44261,
2025-01-17,,182000,,,280000,,,44261,
2025-01-18,,182000,,,280000,,,44261,
2025-01-19,,182000,,,280000,,,44261,
2025-01-20,,182000,,,280000,,,44261,
2025-01-21,,182000,,,280000,,,44261,
2025-01-22,,182000,,,280000,,,44261,
2025-01-23,,182000,,,280000,,,44261,
2025-01-24,,182000,,,280000,,,44261,
2025-01-25,,182000,,,280000,,,44261,
2025-01-26,,182000,,,280000,,,44261,
2025-01-27,,182000,,,280000,,,44261,
2025-01-28,,182000,,,280000,,,44261,
2025-01-29,,182000,,,280000,,,44261,
2025-01-30,,182000,,,280000,,,44261,
2025-01-31,,182000,,,280000,,,44261,
2025-02-01,103.700,182000,52,317.670,280000,40,118.290,44261,
2025-02-02,,182000,,,280000,,,44261,
2025-02-03,,182000,,,280000,,,44261,
2025-02-04,,182000,,,280000,,,44261,
2025-02-05,,182000,,,280000,,,44261,
2025-02-06,,182000,,,280000,,,44261,
2025-02-07,,182000,,,280000,,,44261,
2025-02-08,,182000,,,280000,,,44261,
2025-02-09,,182000,,,280000,,,44261,
2025-02-10,,182000,,,280000,,,44261,
2025-02-11,,182000,,,280000,,,44261,
2025-02-12,,182000,,,280000,,,44261,
2025-02-13,,182000,,,280000,,,44261,
2025-02-14,,182000,,,280000,,,44261,
2025-02-15,,182000,,,280000,,,44261,
2025-02-16,,182000,,,280000,,,44261,
2025-02-17,,182000,,,280000,,,44261,
2025-02-18,,182000,,,280000,,,44261,
2025-02-19,,182000,,,280000,,,44261,
2025-02-20,,182000,,,280000,,,44261,
2025-02-21,,182000,,,280000,,,44261,
2025-02-22,,182000,,,280000,,,44261,
2025-02-23,,182000,,,280000,,,44261,
2025-02-24,,182000,,,280000,,,44261,
2025-02-25,,182000,,,280000,,,44261,
2025-02-26,,182000,,,280000,,,44261,
2025-02-27,,182000,,,280000,,,44261,
2025-02-28,,182000,,,280000,,,44261,
2025-03-01,103.500,182000,54,319.082,280000,41,118.690,44261,
2025-03-02,,182000,,,280000,,,44261,
2025-03-03,,182000,,,280000,,,44261,
2025-03-04,,182000,,,280000,,,44261,
2025-03-05,,182000,,,280000,,,44261,
2025-03-06,,182000,,,280000,,,44261,
2025-03-07,,182000,,,280000,,,44261,
2025-03-08,,182000,,,280000,,,44261,
2025-03-09,,182000,,,280000,,,44261,
2025-03-10,,182000,,,280000,,,44261,
2025-03-11,,182000,,,280000,,,44261,
2025-03-12,,182000,,,280000,,,44261,
2025-03-13,,182000,,,280000,,,44261,
2025-03-14,,182000,,,280000,,,44261,
2025-03-15,,182000,,,280000,,,44261,
2025-03-16,,182000,,,280000,,,44261,
2025-03-17,,182000,,,280000,,,44261,
2025-03-18,,182000,,,280000,,,44261,
2025-03-19,,182000,,,280000,,,44261,
2025-03-20,,182000,,,280000,,,44261,
2025-03-21,,182000,,,280000,,,44261,
2025-03-22,,182000,,,280000,,,44261,
2025-03-23,,182000,,,280000,,,44261,
2025-03-24,,182000,,,280000,,,44261,
2025-03-25,,182000,,,280000,,,44261,
2025-03-26,,182000,,,280000,,,44261,
2025-03-27,,182000,,,280000,,,44261,
2025-03-28,,182000,,,280000,,,44261,
2025-03-29,,182000,,,280000,,,44261,
2025-03-30,,182000,,,280000,,,44261,
2025-03-31,,182000,,,280000,,,44261,
2025-04-01,103.100,182000,52,319.799,280000,42,118.660,44261,22
2025-04-02,,182000,,,280000,,,44261,
2025-04-03,,182000,,,280000,,,44261,
2025-04-04,,182000,,,280000,,,44261,
2025-04-05,,182000,,,280000,,,44261,
2025-04-06,,182000,,,280000,,,44261,
2025-04-07,,182000,,,280000,,,44261,
2025-04-08,,182000,,,280000,,,44261,
2025-04-09,,182000,,,280000,,,44261,
2025-04-10,99.800,182000,,320170,280000,,118700,44261,
