news_id,type,symbol,text,logit,prediction,sentiment_score
1345,Summary,VHM,"this is the last bond for Vinhomes to complete the capital mobilization plan of a total of 10,000 billion dong previously set out . at the end of march, this real estate business mobilized 2 bonds of 4,000 billion .","[0.03962026908993721, 0.019055044278502464, 0.9413246512413025]",neutral,0.020565225
1346,Summary,VHM,"the bond is issued in the domestic market, the weight of 20,000 bonds with a face value of VND 100,000/bond. the total issuance value is VND 2,000,000 billion.","[0.026172654703259468, 0.019297951832413673, 0.954529345035553]",neutral,0.006874703
1347,Summary,VHM,"the company's consolidated profit after tax reached VND 904 billion . the handover of Vinhomes Ocean Park 1 - 2 - 3 and Vinhomes Grand Park continued to contribute the main business results of the company . however, revenue and profits in the first quarter are lower than the same period in 2023 .","[0.013446412049233913, 0.9638141989707947, 0.02273942157626152]",negative,-0.9503678
1348,Summary,VHM,"shareholders question whether Vinhomes is ""raising"" another enterprise in the Vingroup ecosystem . general director says that the loan balance is very small, only about VND 1,200 billion . in the period of 2020 and 2021, Vinhomes has divided dividends to shareholders .","[0.020406249910593033, 0.07077242434024811, 0.9088213443756104]",neutral,-0.050366174
1349,Summary,VHM,"vinhomes joint stock company (stock code: VHM) held an annual General Meeting of Shareholders in 2024 . the company lends very little money to related companies, only about VND 1,200 billion . since 2022, the market has started to show signs of downwards .","[0.021142983809113503, 0.9229224324226379, 0.05593461915850639]",negative,-0.9017795
1350,Summary,VHM,"vinhomes will deduct VND 5 billion into the reserve fund in 2023 . the remaining profit is expected to invest in the company's production and business activities . in less than a month of launch, 2,000 customers ordered .","[0.1673472821712494, 0.01439629402011633, 0.8182564377784729]",neutral,0.15295099
1351,Summary,VHM,"vinhomes has just announced the successful issuance of VHMB2426003 bonds with a face value of VND 100 million/bond . this bond package has a 36 -month term, issued on march 25, 2024 and maturity on March 25, 2027, interest rate of 12%/year . by the end of 2023, Vinhomes had a bond balance of VND 15,365 billion, of which 4,421 billion dong was due to paying in 2024 .","[0.06045382097363472, 0.011834360659122467, 0.9277118444442749]",neutral,0.04861946
1352,Summary,VHM,"at the top of the list is billionaire Pham Nhat Vuong - Chairman of Vingroup . but he did not receive any remuneration in 2023, which similarly happened in 2022 . similar to Vingroup, members of the Board of Directors of Dat Xanh Group have not received any bonuses in recent years .","[0.0335066020488739, 0.08112657070159912, 0.8853667974472046]",neutral,-0.04761997
1353,Summary,VHM,"in a recent report, dragon Vietnamese Securities (VDSC) said that the growth of business results of the first quarter of 2024 will grow at a modest level . notably, the profit margin recovered in 2023 and returned to normal before the translation .","[0.8602890372276306, 0.10706620663404465, 0.03264468163251877]",positive,0.7532228
1354,Summary,VHM,"in 2024, vinhomes aims to grow strong revenue, an increase of more than 15% to a record level with VND 120,000 billion . profit after tax increased by 4.3% to 35,000 billion . this is the highest number since 2022 .","[0.9537118077278137, 0.015558979474008083, 0.03072921186685562]",positive,0.93815285
1355,Summary,VHM,"the company plans to do business in 2024 with a revenue of VND 120,000 billion . the remaining profit is expected to invest in the company's production and business activities . the level of remuneration for the Board of Directors is not expected to exceed VND 20 billion .","[0.047768861055374146, 0.012359784916043282, 0.9398714303970337]",neutral,0.035409078
1356,Summary,VHM,"vinhomes ended in 2023 with net revenue reaching 103,557 billion dong . net profit reached 33,371 billion dong, up 15.8% over the same period . up to now, Vinhomes has completed the handover for 82% of products at Ocean Park 2 and about 56% of products at Ocean Park 3 .","[0.849242091178894, 0.008949853479862213, 0.14180810749530792]",positive,0.8402922
1357,Summary,VHM,Rever operates an online and offline real estate brokerage platform . Rever's website does not now let Mr. Phan Le Manh be the founder and director .,"[0.017739834263920784, 0.04206313192844391, 0.9401970505714417]",neutral,-0.024323298
1358,Summary,VHM,"this bond has a term of 36 months, issued on March 25, 2024 and maturity on March 25, 2027 . by the end of 2023, Vinhomes had a bond balance of VND 15,365 billion, of which 4,421 billion dong was due to paying in 2024 .","[0.028667213395237923, 0.020428048446774483, 0.9509047865867615]",neutral,0.008239165
1359,Summary,VHM,"urban area is located in my Bang commune (Yen Son) and Kim Phu commune and My Lam ward (Tuyen Quang city) the scale of detailed planning is about 540.25 ha; The population size is about 18,000 to 20,000 people .","[0.021780624985694885, 0.021159101277589798, 0.9570602178573608]",neutral,0.000621524
1360,Summary,VHM,"vinhomes has just planned to mobilize a total of VND 10,000 billion through bond issuance in the coming time . bond term is from 2 to 3 years from the date of issuance of the offer . by the end of 2023, Vinhomes had a bond balance of VND 15,365 billion .","[0.0424797423183918, 0.013542651198804379, 0.9439775943756104]",neutral,0.02893709
1361,Summary,VHM,"Vinhomes proposes to study investment in urban areas with an area of 200-300 ha . the project has an area of about 200-300 ha in Hung Dung ward, Hung Loc and Hung Hoa commune, Ho Chi Minh City .","[0.10916247963905334, 0.00846574455499649, 0.8823717832565308]",neutral,0.100696735
1362,Summary,VHM,"Khanh Hoa Provincial People's Committee has just issued a decision approving the detailed planning project (1/500 scale) urban area along Cam Ranh Bay, Ho Chi Minh City . the planning research area has a total area of about 314,8815 hectares in the wards: Cam Phuc Nam, Cam Phuc Bac, Cam Nghia .","[0.07340090721845627, 0.011276386678218842, 0.9153227210044861]",neutral,0.06212452
1363,Summary,VHM,"vinhomes currently owns a land fund of up to 18,152 ha - much larger than other real estate businesses . since the beginning of 2023, businesses have increased the land fund by more than 1,807 hectares thanks to the investment approval in some projects . the projects of Vinhomes have just been approved for investment include: Duong Kinh - Kien Thuy new urban area (241 ha); Hau Nghia - Duc Hoa - Long An urban area (197 ha); Urban area","[0.8234938979148865, 0.007690974976867437, 0.16881512105464935]",positive,0.81580293
1364,Summary,VHM,"the price of 49,350 VND/share is up 5% compared to the closed price yesterday . both VHM and VRE also recorded sharply increasing stock prices . the move caused VIC's capitalization to increase by nearly 17,600 billion .","[0.9572458863258362, 0.021691199392080307, 0.02106294594705105]",positive,0.9355547
1365,Summary,VHM,"in 2024, the revenue of Vinhomes JSC (stock code VHM) will increase by 10.5% over the same period to the level119.261 billion . net profit in 2024 increased by 15.1% over the same period of 43,538 billion VND for the new sales of new sales increased by 29.4% in 2024 .","[0.9510034322738647, 0.013264345936477184, 0.03573228046298027]",positive,0.9377391
1366,Summary,VHM,"the stock market started the new week of excitement with the guidance of the ""family"" of Vingroup . VIC's VIC, VHM of Vinhomes and VRE of VREL RETAIL, made a strong breakthrough . the group constantly welcoming the good news from VinFast .","[0.8870269656181335, 0.010462342761456966, 0.10251067578792572]",positive,0.8765646
1367,Summary,VHM,"the joint venture of Vinhomes- Vietnam Investment Group Joint Stock Company (VIG) is the only investor to register the implementation of the above urban area . the project has an area of about 1,090 hectares, a population size of about 89,960 people . the project's operating term is 50 years, the progress of 7 years .","[0.07328060269355774, 0.010620219632983208, 0.9160992503166199]",neutral,0.06266038
1368,Summary,VHM,"the majority of businesses have dropped sharply in cash . even a ""wallet"" some businesses have gone more than half . a ""big"" cash increased by 7 times in a year .","[0.01196304801851511, 0.9685413241386414, 0.019495580345392227]",negative,-0.95657825
1369,Summary,VHM,"the total net revenue of the company in 2023 reached VND 103,300 billion . this is also a record revenue of this business in the past year . the company's consolidated profit after tax in 2023 exceeded the year's plan .","[0.9079628586769104, 0.01831730827689171, 0.07371987402439117]",positive,0.8896456
1370,Summary,VHM,"according to the new model, Vinhomes will build a direct retail business for customers (autonomous) to meet the upcoming demand of the market, Vinhomes will actively recruit thousands of business employees .","[0.7160304188728333, 0.00683613121509552, 0.27713343501091003]",positive,0.7091943
1371,Summary,VHM,"the project was approved by Hai Phong city people's committee for investors for Vinhomes on July 5, 2023 . by November 15, 2023, the project was approved for detailed planning tasks 1/500 . the project will arrange about 26.2 ha of urban public land (including commerce, supermarket, market, bank, finance, hotel ...)","[0.07965418696403503, 0.009821348823606968, 0.9105245471000671]",neutral,0.06983284
1372,Summary,VHM,"vingroup - JSC (code VIC) has completed the purchase of nearly 117 million shares of VHM . after the transaction, Vingroup will hold 3 billion VHM shares directly, 69.34% of Vinhomes's capital . the market capitalization corresponds to more than VND 188,000 billion ( 8 billion USD)","[0.11651384830474854, 0.00850402656942606, 0.8749820590019226]",neutral,0.10800982
1373,Summary,VHM,"the mortgage interest rate peaked up to 16% in some banks in early 2023, then decreased . the decline in mortgage interest rates has helped promote transactions at some recent outstanding openings . the price of newly offered apartments in Ho Chi Minh City and Hanoi has not changed .","[0.4487452208995819, 0.311440110206604, 0.23981468379497528]",positive,0.13730511
1374,Summary,VHM,"vinhomes is the largest listed real estate enterprise in Vietnam in terms of capitalization (reaching 179.84 trillion dong in November 30, 2023) the enterprise owns a land fund of up to 19,600ha (as of the end of the 3rd quarter of 2023), mostly located in the prime center locations or the potential for tourism development . by the end of September 2023, Vinhomes has sold 76% of the total number of apartments in Vinhomes Ocean Park 2 project and 51% of the apartments","[0.07268931716680527, 0.010114752687513828, 0.9171959161758423]",neutral,0.062574565
1375,Summary,VHM,"vinhomes plans to open the sale of social housing subdivision in the project Vinhomes Star City (Thanh Hoa) at the end of 2023 . the NOXH project in Nam Trang Cat Industrial Park (Hai Phong) has been adjusted from 26 hectares to 33 hectares, and is expected to open for sale in 2024 .","[0.5101175308227539, 0.015268843621015549, 0.47461366653442383]",positive,0.4948487
1376,Summary,VHM,the short -term receipt of nearly VND 715 billion was recorded in the 3rd quarter of 20223 . the company is lending VND 712 billion to Securities and Commercial Joint Stock Bank (VCBS) and the remaining 3 billion is lending to the rubber securities JSC .,"[0.04066157713532448, 0.014854851178824902, 0.9444836378097534]",neutral,0.025806725
1377,Summary,VHM,"the Board of Directors of Vinhomes Joint Stock Company (stock code: VHM) issued a resolution through contributing more capital . after capital contribution, students Holding with charter capital of VND 5,248 billion . of which Vinhomes owns 84%, equivalent to 4,408.5 billion dong .","[0.2919563055038452, 0.00863514095544815, 0.6994084715843201]",neutral,0.28332117
1378,Summary,VHM,"cam Ranh city people's committee reports progress of urban area project along Cam Ranh Bay . city people's committee has issued documents related to compensation, support and resettlement . investor issued a written commitment to sufficient funding for advance compensation .","[0.26574188470840454, 0.013183202594518661, 0.7210749387741089]",neutral,0.25255868
1379,Summary,VHM,"president vinhomes says there is still a phenomenon of evading the responsibility of some officials . he wishes that the Government, the leaders of the ministries support and seek to solve for real estate businesses . real estate is an important field related to many manufacturing and business industries .","[0.11769502609968185, 0.015421608462929726, 0.8668833374977112]",neutral,0.10227342
1380,Summary,VHM,"at the end of the session on November 8, VFS shares of VinFast electric car company increased by 17.7% to the price of 7.25 USD/CP . this is the strongest increase in this stock since the slip from the peak of nearly 90 USD/CP in august 28 this year . in the country, VinFast's market capitalization is still inferior to Vietcombank (VCB) with more than 20 billion USD .","[0.9552915692329407, 0.015379272401332855, 0.029329080134630203]",positive,0.9399123
1381,Summary,VHM,"the project has an area of about 197.2 ha, the expected population size of 40,000 people . it will arrange about 144.8 hectares of residential land; 19.3 ha of traffic land; 9.7 ha of land - public -level public works; 17.9 ha for parks and trees .","[0.047789476811885834, 0.012708814814686775, 0.9395017027854919]",neutral,0.035080664
1382,Summary,VHM,"in 2023 alone, there were 5 projects of Vinhomes JSC (stock code: VHM) with an area of 32.8 - 1,254ha with a total investment of VND 5,800 - 85,000 billion . the first ""shot"" that Vinhomes targeted was the project of building a new urban area in Duong Kinh district and Kien Thuy district .","[0.10237796604633331, 0.012527943588793278, 0.8850941061973572]",neutral,0.08985002
1383,Summary,VHM,"the project has just been approved by the People's Committee of Long An province on October 20 . it is known that hau Nghia - Duc Hoa urban area has a total area of over 197.2 ha . project will have a population of 40,000 people .","[0.0788988247513771, 0.009081538766622543, 0.912019670009613]",neutral,0.06981729
1384,Summary,VHM,"in the list of the 20 largest profits in the third quarter of 2023, banks still account for the largest number with 11 names . in particular, Vietcombank (VCB) is the runner - up in the last quarter and is also the largest profit bank .","[0.14044249057769775, 0.019715270027518272, 0.8398422598838806]",neutral,0.12072722
1385,Summary,VHM,"vingroup (VIC), VHMES (VHM) and Vincom Retail (VRE) are the most valuable enterprises in Vietnam stock market . vingroup's capitalization is only about VND 400,000 billion, accounting for about 6% of the market value .","[0.020732130855321884, 0.056696150451898575, 0.9225717186927795]",neutral,-0.03596402
1386,Summary,VHM,"in the session of October 26, VHM was suddenly sold by the floor from the beginning of the session and to October 27 continued to drop sharply by 6% . this is the lowest capitalization ever of Vinhomes, lower than the bottom in March 2020 when the entire stock market was sold off due to concerns of Covid-19 epidemic . in terms of business results, Vinhomes has just announced a new revenue record, reaching 32,700 billion dong .","[0.021231818944215775, 0.9587140679359436, 0.020054079592227936]",negative,-0.93748224
1387,Summary,VHM,"in the first 9 months of 2023, Vinhomes's consolidated total net revenue reached VND 94,600 billion . the company's consolidated profit after the first 9 months exceeded the year plan, reaching 32,400 billion dong . on September 30, 2023, Vinhomes's total assets reached VND 417,039 billion .","[0.607794463634491, 0.03334376960992813, 0.35886186361312866]",positive,0.5744507
1388,Summary,VHM,"at the end of October 26, the stock market witnessed one of the strongest decline of this year . the trio of ""Vin"" stocks including VIC, VHM, and VRE were sold strongly . some investors have sold shares of these three companies to participate in Vingroup's bond issuance .","[0.09070990234613419, 0.8622612953186035, 0.04702886566519737]",negative,-0.7715514
1389,Summary,VHM,"most of the selling volume of VHM shares on October 26 is foreign investors . foreign investors own more than 1.08 billion shares, equivalent to 24.92% of Vinhomes capital . since GIC sold 453,400 VHM shares, the price of VHM shares has decreased by about 34% .","[0.01479975413531065, 0.9434694647789001, 0.041730791330337524]",negative,-0.9286697
1390,Summary,VHM,"the group completed the transaction offering $ 250 million in international bonds . bonds can be swapped to Vinhomes shares owned by Vingroup, maturity in 2028 . this is the first swap bond on the first international market of a Vietnamese enterprise in 2023 .","[0.06641227006912231, 0.010623535141348839, 0.9229641556739807]",neutral,0.055788733
1391,Summary,VHM,"Vingroup will be provided with the basic amount of $ 250 million with the option to increase by $ 50 million in the same day . interest rates can range from 9.5% to 10%/year, quarterly payment .","[0.03992694988846779, 0.01654517464339733, 0.94352787733078]",neutral,0.023381775
1392,Summary,VHM,"the green city is the unit in charge of VHM Vinhomes Grand Park project . the project has a total investment of about 28,258 billion dong . investors will have to contribute nearly VND 4,239 billion in cash .","[0.03619832545518875, 0.018607312813401222, 0.9451944231987]",neutral,0.017591013
1393,Summary,VHM,"the company's consolidated total net revenue reached VND 32,700 billion, an increase of 84% over the same period in 2022 . the previous quarter revenue of this business increased mainly by handing over 2,400 low -rise real estate at Vinhomes Ocean Park 3 project as planned . the profit after tax of the company reached 10,723 billion dong, down 26% compared to the previous year .","[0.01427947636693716, 0.9699792861938477, 0.015741225332021713]",negative,-0.9556998
1394,Summary,VHM,"a series of transactions agreed at the beginning of the afternoon with a total volume of more than 26 million units quickly reversed foreign capital on this stock . from net selling, foreign investors turned to net buying more than VND 1,000 billion on VHM votes in the 23/10 session . Earlier in October 20, foreign investors net bought 18.7 million VHM shares, equivalent to approximately VND 800 billion .","[0.3673125207424164, 0.020975176244974136, 0.6117123365402222]",neutral,0.34633735
1395,Summary,VHM,"on October 20, the stock market witnessed a vibrant trading session . some real estate enterprises reported profits in the third quarter of 2023 beyond expectations . in general, real estate companies announce their business results until now are profitable .","[0.7219217419624329, 0.055659495294094086, 0.22241874039173126]",positive,0.66626227
1396,Summary,VHM,"the stock market in the last trading session suddenly appeared ""terrible"" cash flow from foreign investors pouring into Vinhomes (VHM code) according to statistics, foreign investors net bought 18.7 million VHM shares, equivalent to approximately VND 800 billion . most of the net buying transactions of foreign investors are made through the agreement method .","[0.03022826835513115, 0.41447991132736206, 0.5552918314933777]",neutral,-0.38425165
1397,Summary,VHM,"on October 16, the Board of Directors of Vinhomes Joint Stock Company (stock code: VHM) issued 3 resolutions on the issuance of individual corporate bonds with a maximum face value of 5,000 billion . the face value of each bond is expected to be VND 100 million . at the end of august 2023, Vinhomes Board of Directors also approved a maximum of 500 million USD bonds to the international market .","[0.12514851987361908, 0.00917570386081934, 0.865675687789917]",neutral,0.11597282
1398,Summary,VHM,"according to the environmental impact assessment report project on construction of social housing (phase 1) in Trang Cat ward, Hai An district, in Dinh Vu - Cat Hai Economic Zone, Hai Phong City is being consulted . the investor plans to build and put the project into operation for 5 years from the date of land allocation (2023 - 2027) the capital of more than VND 5,800 billion is also mobilized according to the project implementation progress .","[0.1466112732887268, 0.008020609617233276, 0.8453680872917175]",neutral,0.13859066
1399,Summary,VHM,"at the end of September, . Yuanta Vietnam Securities Company held a meeting with Vinhomes . JSC (stock code: VHM) said that the internal transactions of the business have 2 types . first, are transactions in the form of BCC contract in which VHM plays an important role in capital and project development . the second is the transactions that VHM lends to other member units of Vingroup with commercial interest rates - market levels .","[0.029327508062124252, 0.020395250990986824, 0.9502772092819214]",neutral,0.008932257
1400,Summary,VHM,"Thai Son Construction Investment Joint Stock Company is the only unit registered to make a project of Nui Nham Bien more than VND 6,400 billion . earlier, the company also submitted the application for registration of the project of my Lam - Tuyen Quang resort urban area worth more than VND 17,000 billion .","[0.09914392977952957, 0.008860495872795582, 0.8919955492019653]",neutral,0.09028343
1401,Summary,VHM,the total cost of business consolidation fee is nearly 197.5 billion dong . nearly 153.8 billion dong has been paid in money and nearly 44 billion dong is the value of the investment of Vinhomes and its subsidiaries in 48.67% of the previous sturgeon tourism capital .,"[0.043130259960889816, 0.014227586798369884, 0.942642092704773]",neutral,0.028902672
1402,Summary,VHM,"my Lam - Tuyen Quang resort urban area is located in my Lam Ward, Tuyen Quang City and My Bang Commune, Yen Son District, Tuyen Quang Province . the project has an area of more than 540 hectares, of which the green landscape area is about 202.42 ha . the residential land of My Lam resort urban area is 211 ha, accounting for 39.06% of the project area .","[0.031233225017786026, 0.015123020857572556, 0.9536437392234802]",neutral,0.016110204
1403,Summary,VHM,"vingroup's shares flourishes back on the day of the VF 6 model officially launched in Ho Chi Minh City . the total revenue of Q2/2023 was 7,953 billion dong, up 131% over the same period in 2022 . VinFast handed over 9,535 electric cars and 10,182 electric motorbikes .","[0.9445852041244507, 0.012279397808015347, 0.0431353859603405]",positive,0.9323058
1404,Summary,VHM,market is currently facing an imbalance - demand with excess supply in high -end segments but lacking supply in segments with real demand . government has pledged to build more than 1 million social houses by 2030 to meet the needs of the affordable and houses segment for low -income people .,"[0.30303701758384705, 0.05237991735339165, 0.6445830464363098]",neutral,0.2506571
1405,Summary,VHM,"recently, the People's Committee of Khanh Hoa province has decided to allow Cam Ranh Salt Joint Stock Company to use more than 875,988 m2 of agricultural land . the land for construction of houses for sale or for semi -semi -rental for rent (urban residential land) is converted to 306,697.47 m2 . commercial residential land has about 23,380 m2, commercial housing land adjacent to more than 37,922 m2 and low social housing land more","[0.1036183163523674, 0.010592114180326462, 0.8857895731925964]",neutral,0.093026206
1406,Summary,VHM,the company has registered to buy more than 16 million VHM shares of Vinhomes . the amount of shares that this business registered to buy is equivalent to 0.37% of Vinhomes capital .,"[0.032461922615766525, 0.0155989620834589, 0.951939046382904]",neutral,0.01686296
1407,Summary,VHM,"the face value of each bond is expected to be 200,000 USD . the release time will not be later than April 2024 . the applicable interest rate may be fixed interest, floating or combined depending on market conditions .","[0.01789487712085247, 0.03726989030838013, 0.9448352456092834]",neutral,-0.019375013
1408,Summary,VHM,"vinhomes is the enterprise with the highest increase in the same period, contributing to the biggest profit of HoSE . a number of other businesses also contribute to supporting the total profit of the whole floor .","[0.8983142971992493, 0.00982734002172947, 0.09185835719108582]",positive,0.888487
1409,Summary,VHM,"vinhomes earned 62,131 billion of net revenue in the first 6 months of 2023 . the same period recorded 13,394, equivalent to 4.6 times the same period . by the end of June 2023, Vinhomes's sales reached VND 40,600 billion .","[0.08371398597955704, 0.02726859226822853, 0.8890174031257629]",neutral,0.056445394
1410,Summary,VHM,"of the top 20 businesses, the largest tax profit before tax in the first 6 months of 2023 has 13 banks and the remaining 7 enterprises . Vinhomes surpassed Vietcombank to become the biggest profit in the first 6 months of 2022 . the strongest growth bank was Sacombank with the In the first 6 months of the year fell 66% to VND 5,162 billion .","[0.021293332800269127, 0.9476878643035889, 0.031018739566206932]",negative,-0.9263945
1411,Summary,VHM,"vinhomes announced 2nd quarter financial statements with net revenue of 32,833 billion VND . profit after tax reached 21,600 billion dong, up 295% over the same period last year . by the end of June 2023, Vinhomes's sales reached VND 40.6 trillion .","[0.942987859249115, 0.013003326021134853, 0.044008754193782806]",positive,0.9299845
1412,Summary,VHM,"the stock market has just extended the chain gaining to 7 consecutive sessions with very strong traction from Vinhomes . this stock increased by 4.6%, thereby climbing to 59,000 VND/share, the highest within nearly 10 months . compared to the historic bottom area in early march, VHM increased by 44% .","[0.9556090831756592, 0.01898648403584957, 0.02540436200797558]",positive,0.9366226
1413,Summary,VHM,"the project of Hau Nghia - Duc Hoa new urban area has an area of about 197.2 ha with a total investment of 28,257.8 billion VND (about 1.2 billion USD) the project is expected to be implemented within 6 years from the date of the decision to approve investors .","[0.11711814254522324, 0.00832658912986517, 0.8745553493499756]",neutral,0.10879155
1414,Summary,VHM,"vinhomes JSC (stock code: VHM) is an investor of a new urban area project in Duong Kinh and Kien Thuy districts . the project area has a total investment of about 23,218 billion dong . the investor's contribution is 3,483 billion dong, equivalent to 15% of the total investment .","[0.12805461883544922, 0.00823719147592783, 0.8637081980705261]",neutral,0.11981743
1415,Summary,VHM,Khanh Hoa Provincial People's Committee approves preliminary evaluation . joint venture of Cam Ranh Investment Joint Stock Company - Vinhomes Joint Stock Company - VINES Energy Solution Joint Stock Company is the only investor to meet the preliminary requirements of the capacity and experience of registering the project .,"[0.19599950313568115, 0.007982171140611172, 0.7960183024406433]",neutral,0.18801734
1416,Summary,VHM,"the project is synchronized from 3 Vinhomes urban areas in the east of Hanoi, Vinhomes Ocean Park 1, 2 and 3 . Vinhomes Ocean Park 1 is considered Downtown - ""central district"" with a total project area of 423.6ha, construction density of 19.2% .","[0.06927606463432312, 0.011078807525336742, 0.9196451902389526]",neutral,0.058197256
1417,Summary,VHM,"the scale of the urban area along Cam Ranh Bay is more than 1,254ha, in 10 communes, coastal wards and Thuy Trieu lagoon of the city . the project goal is to build a new, synchronous urban area along Cam Ranh Bay, 50 years of operation .","[0.11993657797574997, 0.009293127804994583, 0.870770275592804]",neutral,0.11064345
1418,Summary,VHM,"real estate market continues to maintain a quiet pace from the middle of last year until now . many real estate businesses have to cut hundreds, even looking at personnel to save costs . in the context of tight revenue, many real estate businesses have to cut hundreds .","[0.008275538682937622, 0.9638166427612305, 0.02790779434144497]",negative,-0.95554113
1419,Summary,VHM,"in the first quarter of 2023, the market continued to be quiet, no signs of recovery . but there is still a positive sign of supply and transactions in some apartment projects . despite the sharp increase in costs, this real estate business still reported after tax profit reached 270 billion dong .","[0.9341835975646973, 0.02954730950295925, 0.036269161850214005]",positive,0.90463626
1420,Summary,VHM,"th trng bt ng sn tip tc trm lng trong qu u nam khin tnh hnh kinh doanh ca các doanh nghip ành ""ngm ngùi"" ct gim hàng tra","[0.11571720242500305, 0.06010497361421585, 0.8241777420043945]",neutral,0.05561223
1421,Summary,VHM,"at the 2023 Annual General Meeting of Vinhomes JSC, Shareholders raised questions about the past time, many investors have conducted real estate discounts . so does Vinhomes do the same to boost sales? by the end of 2022, the enterprise has handed 3,300 units to customers .","[0.3585246205329895, 0.01002124696969986, 0.6314541101455688]",neutral,0.34850338
1422,Summary,VHM,"happy homes is introduced as independent urban projects, separate from commercial housing projects of Vinhomes or NOXH land in the great projects of this enterprise . happy homes is deployed under the ""full utility"" model, with a scale of 50 - 60 ha or more .","[0.04110061377286911, 0.012867589481174946, 0.9460318088531494]",neutral,0.028233025
1423,Summary,VHM,"mt nam 2022 là mt nam nhiu thách thc vi th trng bt ng sn Vit Nam, Vinhomes là ch u t him hoi trên th trng ra mt và m bán thành c","[0.1171012818813324, 0.023361336439847946, 0.8595373034477234]",neutral,0.09373994
1424,Summary,VHM,"vinhomes is expected to offer a maximum of VND 10,000 billion to be divided into many bonds . the face value is 100,000 VND if offered to the public or 100,000 bonds if individuals sold . expected release time within 12 months from the date of the resolution of the General Meeting of Shareholders through the issuance .","[0.023089561611413956, 0.01838091015815735, 0.9585295915603638]",neutral,0.004708652
1425,Summary,VHM,"net revenue reached VND 29,299 billion, 3.3 times higher than the same period last year . gross profit reached 6,643 billion dong, 1.7 times higher . highlight of the real estate developer comes from financial activities .","[0.20040568709373474, 0.01095783431082964, 0.7886365056037903]",neutral,0.18944785
1426,Summary,VHM,"vinhomes aims to 2023 with a revenue of VND 100,000 billion and after -tax profit of VND 30 trillion . the company plans to research and launch new urban projects in 2023 . the next one for 2023 revenue is to develop social housing projects .","[0.12543971836566925, 0.008223536424338818, 0.8663367629051208]",neutral,0.117216185
1427,Summary,VHM,"the top 10 real estate investors in 2023 were announced on April 7, 2023 . the top 10 industrial real estate companies in 2023 did not move compared to last year . the top 10 industrial real estate companies in 2023 did not move .","[0.025745928287506104, 0.43398481607437134, 0.5402692556381226]",neutral,-0.4082389
1428,Summary,VHM,"the top 10 real estate investors in 2023 were announced on April 7, 2023 . the top 10 industrial real estate companies in 2023 did not move compared to last year . the top 10 industrial real estate companies in 2023 did not move .","[0.025745928287506104, 0.43398481607437134, 0.5402692556381226]",neutral,-0.4082389
1429,Summary,VHM,"in 2022, Vinhomes opened two new projects, Vinhomes Ocean Park 2 with 458 ha in late April 2022, and Vinhomes Ocean Park 3 with a scale of 294 ha in October 2022 . in 2022, the total consolidated net revenue reached VND 62,393 billion .","[0.0818580836057663, 0.011502890847623348, 0.9066389799118042]",neutral,0.07035519
1430,Summary,VHM,"in 2022, Vinhomes opened two new projects, Vinhomes Ocean Park 2 with 458 ha in late April 2022, and Vinhomes Ocean Park 3 with a scale of 294 ha in October 2022 . in 2022, the total consolidated net revenue reached VND 62,393 billion .","[0.0818580836057663, 0.011502890847623348, 0.9066389799118042]",neutral,0.07035519
1431,Summary,VHM,"the 24/3 trading session is quite struggling when investors are becoming cautious about the major fluctuations in the financial market recently . but there are still bright spots on transactions such as the case of Vinhomes stock (VHM) when it is the ""locomotive"" to support the market . information CapitaLand, Asia's large real estate corporation who wants to buy assets worth $ 1.5 billion from Vinhomes has activated the stock of stock .","[0.31685078144073486, 0.33265772461891174, 0.3504914939403534]",neutral,-0.015806943
1432,Summary,VHM,"the 24/3 trading session is quite struggling when investors are becoming cautious about the major fluctuations in the financial market recently . but there are still bright spots on transactions such as the case of Vinhomes stock (VHM) when it is the ""locomotive"" to support the market . information CapitaLand, Asia's large real estate corporation who wants to buy assets worth $ 1.5 billion from Vinhomes has activated the stock of stock .","[0.31685078144073486, 0.33265772461891174, 0.3504914939403534]",neutral,-0.015806943
1433,Summary,VHM,"the stock market closed the trading session 21/3/2023 with a positive momentum . Vinhomes now increased most of the amplitude with 6.7%, to 45,400 VND/share . last weekend, there was information that capitaLand 'giant' negotiated US $ 1.5 billion assets of the company .","[0.8523937463760376, 0.010331221856176853, 0.1372750699520111]",positive,0.84206253
1434,Summary,VHM,"data from CCPVinhomes said that the income of Ms. Nguyen Thu Hang - General Director in 2022 was VND 11.7 billion . this income is on par with the CEO Danny Le of Masan Group (VND 11.9 billion) compared to 2021, the total income in 2022 from Vinhomes of Ms. Nguyen Thu Hang was twice as high .","[0.19856393337249756, 0.024063102900981903, 0.7773730158805847]",neutral,0.17450082
1435,Summary,VHM,"capitaLand is negotiating to buy assets worth about $ 1.5 billion from Vinhomes . the project has a total investment of VND 32,000 billion, developed in the third quarter of 2022 . it is expected to start handing over in the third quarter of 2023 .","[0.08429907262325287, 0.009355073794722557, 0.9063458442687988]",neutral,0.074944
1436,Summary,VHM,"capitaLand is negotiating to buy assets worth about $ 1.5 billion from Vinhomes (code: VHM) one of Reuters's sources said that CapitaLand is considering buying a part of Vinhomes's Ocean Park 3 project . as a public company, they would publish information if any transaction occurred .","[0.036205489188432693, 0.017693132162094116, 0.9461013674736023]",neutral,0.018512357
